ENSG00000243485	MIR1302-2HG
ENSG00000266614	AC103808.5
ENSG00000101493	ZNF516
ENSG00000263982	AC009716.1
ENSG00000265778	AC018413.1
ENSG00000275763	C18orf65
ENSG00000263812	LINC00908
ENSG00000266256	LINC00683
ENSG00000266312	LINC01927
ENSG00000276397	LINC01879
ENSG00000264278	ZNF236-DT
ENSG00000278107	AC027575.2
ENSG00000130856	ZNF236
ENSG00000266844	AC093330.1
ENSG00000197971	MBP
ENSG00000275178	AC018529.1
ENSG00000278330	AC018529.2
ENSG00000265844	AC100863.1
ENSG00000166573	GALR1
ENSG00000264015	AC124254.1
ENSG00000264693	AC123786.1
ENSG00000265843	LINC01029
ENSG00000264334	AC134978.1
ENSG00000266213	AC107892.1
ENSG00000265644	AC087399.1
ENSG00000265378	AC012572.1
ENSG00000266273	AC044873.1
ENSG00000266586	AC091027.2
ENSG00000265101	AC091027.1
ENSG00000263146	LINC01896
ENSG00000256463	SALL3
ENSG00000166377	ATP9B
ENSG00000267628	AC104423.1
ENSG00000267015	AC023090.1
ENSG00000131196	NFATC1
ENSG00000275186	AC018445.1
ENSG00000267409	AC068473.4
ENSG00000178412	AC068473.1
ENSG00000274828	AC068473.5
ENSG00000060069	CTDP1
ENSG00000266901	AC068473.2
ENSG00000266924	AC021594.1
ENSG00000267780	AC021594.2
ENSG00000178342	KCNG2
ENSG00000278075	AC114341.1
ENSG00000122490	PQLC1
ENSG00000226742	HSBP1L1
ENSG00000141759	TXNL4A
ENSG00000267127	AC090360.1
ENSG00000101546	RBFA
ENSG00000261126	RBFADN
ENSG00000101544	ADNP2
ENSG00000267270	PARD6G-AS1
ENSG00000178184	PARD6G
ENSG00000267251	AC139100.1
ENSG00000178591	DEFB125
ENSG00000125788	DEFB126
ENSG00000088782	DEFB127
ENSG00000185982	DEFB128
ENSG00000125903	DEFB129
ENSG00000186458	DEFB132
ENSG00000272874	AL034548.1
ENSG00000196476	C20orf96
ENSG00000247315	ZCCHC3
ENSG00000225377	NRSN2-AS1
ENSG00000177732	SOX12
ENSG00000125841	NRSN2
ENSG00000101255	TRIB3
ENSG00000125826	RBCK1
ENSG00000125875	TBC1D20
ENSG00000101266	CSNK2A1
ENSG00000125878	TCF15
ENSG00000271303	SRXN1
ENSG00000270299	AL121758.1
ENSG00000215397	SCRT2
ENSG00000101276	SLC52A3
ENSG00000125898	FAM110A
ENSG00000101280	ANGPT4
ENSG00000101282	RSPO4
ENSG00000125818	PSMF1
ENSG00000276026	AL031665.2
ENSG00000125895	TMEM74B
ENSG00000215595	C20orf202
ENSG00000244588	RAD21L1
ENSG00000101298	SNPH
ENSG00000125775	SDCBP2
ENSG00000274322	AL136531.2
ENSG00000234684	SDCBP2-AS1
ENSG00000229728	AL136531.1
ENSG00000088832	FKBP1A
ENSG00000088833	NSFL1C
ENSG00000196209	SIRPB2
ENSG00000125900	SIRPD
ENSG00000260861	AL049634.2
ENSG00000101307	SIRPB1
ENSG00000089012	SIRPG
ENSG00000237914	SIRPG-AS1
ENSG00000230839	AL121760.1
ENSG00000276649	AL117335.1
ENSG00000198053	SIRPA
ENSG00000233896	PDYN-AS1
ENSG00000101327	PDYN
ENSG00000125834	STK35
ENSG00000226644	AL121899.1
ENSG00000125780	TGM3
ENSG00000166948	TGM6
ENSG00000125835	SNRPB
ENSG00000256566	AL049650.1
ENSG00000088876	ZNF343
ENSG00000149488	TMC2
ENSG00000101361	NOP56
ENSG00000101365	IDH3B
ENSG00000228293	AL049712.1
ENSG00000088881	EBF4
ENSG00000088882	CPXM1
ENSG00000241690	AL035460.1
ENSG00000258713	C20orf141
ENSG00000198326	TMEM239
ENSG00000132635	PCED1A
ENSG00000215305	VPS16
ENSG00000132670	PTPRA
ENSG00000125787	GNRH2
ENSG00000125901	MRPS26
ENSG00000101405	OXT
ENSG00000101200	AVP
ENSG00000235958	UBOX5-AS1
ENSG00000185019	UBOX5
ENSG00000215251	FASTKD5
ENSG00000088899	LZTS3
ENSG00000198171	DDRGK1
ENSG00000125877	ITPA
ENSG00000088836	SLC4A11
ENSG00000277287	AL109976.1
ENSG00000088854	C20orf194
ENSG00000088812	ATRN
ENSG00000125861	GFRA4
ENSG00000149451	ADAM33
ENSG00000088827	SIGLEC1
ENSG00000132622	HSPA12B
ENSG00000101220	C20orf27
ENSG00000101222	SPEF1
ENSG00000125817	CENPB
ENSG00000101224	CDC25B
ENSG00000275491	LINC01730
ENSG00000125843	AP5S1
ENSG00000088888	MAVS
ENSG00000229539	AL353194.1
ENSG00000125779	PANK2
ENSG00000275582	AL031670.1
ENSG00000101236	RNF24
ENSG00000205300	AL356414.1
ENSG00000088826	SMOX
ENSG00000230176	LINC01433
ENSG00000171873	ADRA1D
ENSG00000236387	AL139350.1
ENSG00000238282	AL121781.1
ENSG00000171867	PRNP
ENSG00000171864	PRND
ENSG00000180259	PRNT
ENSG00000278595	AL133396.2
ENSG00000101265	RASSF2
ENSG00000089057	SLC23A2
ENSG00000277087	AL121890.3
ENSG00000276768	AL121890.2
ENSG00000278816	AL121890.5
ENSG00000277425	AL121890.4
ENSG00000089063	TMEM230
ENSG00000132646	PCNA
ENSG00000101290	CDS2
ENSG00000101292	PROKR2
ENSG00000276688	AL121757.2
ENSG00000226995	LINC00658
ENSG00000230563	AL121757.1
ENSG00000205181	LINC00654
ENSG00000266908	AL109935.2
ENSG00000225640	LINC01729
ENSG00000235820	AL109935.1
ENSG00000125772	GPCPD1
ENSG00000171984	SHLD1
ENSG00000089199	CHGB
ENSG00000089195	TRMT6
ENSG00000125885	MCM8
ENSG00000278719	MCM8-AS1
ENSG00000275632	AL035461.2
ENSG00000088766	CRLS1
ENSG00000125872	LRRN4
ENSG00000278192	AL118505.1
ENSG00000101311	FERMT1
ENSG00000229876	CASC20
ENSG00000228482	LINC01713
ENSG00000125845	BMP2
ENSG00000232271	AL096799.1
ENSG00000228888	LINC01428
ENSG00000238102	AL080248.1
ENSG00000261249	LINC01751
ENSG00000224711	LINC01706
ENSG00000101323	HAO1
ENSG00000125827	TMX4
ENSG00000229766	AL021396.1
ENSG00000182621	PLCB1
ENSG00000101333	PLCB4
ENSG00000225988	LAMP5-AS1
ENSG00000125869	LAMP5
ENSG00000101349	PAK5
ENSG00000232738	AL353612.1
ENSG00000243961	PARAL1
ENSG00000132623	ANKEF1
ENSG00000227906	SNAP25-AS1
ENSG00000230506	AL354824.1
ENSG00000232448	AL354824.2
ENSG00000132639	SNAP25
ENSG00000125863	MKKS
ENSG00000285508	AL034430.1
ENSG00000149346	SLX4IP
ENSG00000101384	JAG1
ENSG00000270792	AL050403.2
ENSG00000224961	LINC01752
ENSG00000234900	AL135937.1
ENSG00000232900	AL050403.1
ENSG00000270777	AL158042.1
ENSG00000125899	C20orf187
ENSG00000230990	AL049649.1
ENSG00000282478	AL109837.2
ENSG00000261411	AL161938.1
ENSG00000228422	LINC00687
ENSG00000132640	BTBD3
ENSG00000236526	AL035448.1
ENSG00000235292	AL109838.1
ENSG00000230437	AL136460.1
ENSG00000233048	LINC01722
ENSG00000269931	AL078623.1
ENSG00000234265	LINC01723
ENSG00000172296	SPTLC3
ENSG00000101230	ISM1
ENSG00000226263	ISM1-AS1
ENSG00000225956	AL050320.1
ENSG00000278153	AL121782.1
ENSG00000089123	TASP1
ENSG00000089048	ESF1
ENSG00000101247	NDUFAF5
ENSG00000101251	SEL1L2
ENSG00000172264	MACROD2
ENSG00000125848	FLRT3
ENSG00000235914	MACROD2-AS1
ENSG00000237832	AL138808.1
ENSG00000225181	AL121584.1
ENSG00000089177	KIF16B
ENSG00000273998	AL049794.1
ENSG00000275728	AL049794.2
ENSG00000125870	SNRPB2
ENSG00000125879	OTOR
ENSG00000236985	AL121892.1
ENSG00000125851	PCSK2
ENSG00000125864	BFSP1
ENSG00000125868	DSTN
ENSG00000125844	RRBP1
ENSG00000125888	BANF2
ENSG00000233625	AL035045.1
ENSG00000089006	SNX5
ENSG00000125850	OVOL2
ENSG00000125871	MGME1
ENSG00000229262	AL160411.1
ENSG00000232838	PET117
ENSG00000149474	KAT14
ENSG00000125846	ZNF133
ENSG00000237259	AL049646.2
ENSG00000230010	AL049646.1
ENSG00000237282	LINC00851
ENSG00000089091	DZANK1
ENSG00000132664	POLR3F
ENSG00000089050	RBBP9
ENSG00000101310	SEC23B
ENSG00000232388	SMIM26
ENSG00000284776	AL121900.2
ENSG00000125821	DTD1
ENSG00000233993	AL121900.1
ENSG00000179935	LINC00652
ENSG00000273148	AL035563.1
ENSG00000132631	SCP2D1
ENSG00000274863	AL135936.1
ENSG00000185052	SLC24A3
ENSG00000235996	AL136090.1
ENSG00000179447	AL049647.1
ENSG00000268628	AL121761.2
ENSG00000233895	AL121761.1
ENSG00000275142	AL132821.1
ENSG00000132669	RIN2
ENSG00000173418	NAA20
ENSG00000101343	CRNKL1
ENSG00000089101	CFAP61
ENSG00000241054	AL035454.1
ENSG00000225417	AL049648.1
ENSG00000243810	AL121721.1
ENSG00000173404	INSM1
ENSG00000188559	RALGAPA2
ENSG00000234104	AL133465.1
ENSG00000225127	LINC00237
ENSG00000283405	AL121759.2
ENSG00000088970	KIZ
ENSG00000228604	AL121759.1
ENSG00000232712	KIZ-AS1
ENSG00000275457	AL117332.1
ENSG00000088930	XRN2
ENSG00000125816	NKX2-4
ENSG00000225280	AL158013.1
ENSG00000278041	AL133325.3
ENSG00000125820	NKX2-2
ENSG00000258197	NKX2-2-AS1
ENSG00000233492	AL133325.2
ENSG00000279082	LINC01727
ENSG00000280350	LINC01726
ENSG00000125813	PAX1
ENSG00000238034	AL109807.1
ENSG00000234435	LINC01432
ENSG00000234862	AL035258.1
ENSG00000225321	LINC01427
ENSG00000204684	AL133464.1
ENSG00000259974	LINC00261
ENSG00000283932	AL121722.1
ENSG00000125798	FOXA2
ENSG00000237396	LINC01384
ENSG00000230400	LINC01747
ENSG00000283072	AL158175.1
ENSG00000230492	AL049651.1
ENSG00000132671	SSTR4
ENSG00000178726	THBD
ENSG00000125810	CD93
ENSG00000233746	LINC00656
ENSG00000275179	AL118508.2
ENSG00000230387	AL118508.1
ENSG00000277901	AL390037.1
ENSG00000234832	AL096677.1
ENSG00000132661	NXT1
ENSG00000232645	LINC01431
ENSG00000125812	GZF1
ENSG00000125814	NAPB
ENSG00000125823	CSTL1
ENSG00000125831	CST11
ENSG00000273838	AL109954.2
ENSG00000260202	AL109954.1
ENSG00000276638	AL109954.3
ENSG00000125815	CST8
ENSG00000101435	CST9L
ENSG00000173335	CST9
ENSG00000101439	CST3
ENSG00000270001	AL121894.2
ENSG00000225056	AL121894.1
ENSG00000101441	CST4
ENSG00000170373	CST1
ENSG00000230908	AL591074.1
ENSG00000170369	CST2
ENSG00000170367	CST5
ENSG00000149435	GGTLC1
ENSG00000236151	AL110503.1
ENSG00000230133	LINC01721
ENSG00000232200	AL158090.1
ENSG00000101463	SYNDIG1
ENSG00000228539	AL157413.1
ENSG00000231015	AL049594.1
ENSG00000274173	AL035661.1
ENSG00000077984	CST7
ENSG00000101474	APMAP
ENSG00000154930	ACSS1
ENSG00000275358	AL080312.2
ENSG00000100987	VSX1
ENSG00000230725	AL035252.2
ENSG00000197586	ENTPD6
ENSG00000277938	AL035252.3
ENSG00000274414	AL121772.1
ENSG00000100994	PYGB
ENSG00000274507	AL121772.2
ENSG00000276952	AL121772.3
ENSG00000100997	ABHD12
ENSG00000101003	GINS1
ENSG00000101004	NINL
ENSG00000170191	NANP
ENSG00000213742	ZNF337-AS1
ENSG00000130684	ZNF337
ENSG00000278383	AL031673.1
ENSG00000226465	AL390198.1
ENSG00000175170	FAM182B
ENSG00000226203	LINC01733
ENSG00000231081	AL078587.1
ENSG00000230440	AL391119.1
ENSG00000238129	AL121904.1
ENSG00000205611	LINC01597
ENSG00000231934	LINC01598
ENSG00000215547	DEFB115
ENSG00000215545	DEFB116
ENSG00000131068	DEFB118
ENSG00000180483	DEFB119
ENSG00000204548	DEFB121
ENSG00000180424	DEFB123
ENSG00000180383	DEFB124
ENSG00000088320	REM1
ENSG00000233354	LINC00028
ENSG00000101294	HM13
ENSG00000230613	HM13-AS1
ENSG00000278276	AL110115.2
ENSG00000125968	ID1
ENSG00000131055	COX4I2
ENSG00000171552	BCL2L1
ENSG00000236559	AL117381.1
ENSG00000281376	ABALON
ENSG00000088325	TPX2
ENSG00000101306	MYLK2
ENSG00000179772	FOXS1
ENSG00000149599	DUSP15
ENSG00000131044	TTLL9
ENSG00000088356	PDRG1
ENSG00000260903	XKR7
ENSG00000101331	CCM2L
ENSG00000226239	AL031658.1
ENSG00000101336	HCK
ENSG00000101337	TM9SF4
ENSG00000126003	PLAGL2
ENSG00000101346	POFUT1
ENSG00000101350	KIF3B
ENSG00000277692	AL121583.1
ENSG00000171456	ASXL1
ENSG00000197183	NOL4L
ENSG00000236772	AL034550.1
ENSG00000277301	AL034550.2
ENSG00000233293	AL133343.2
ENSG00000204393	NOL4L-DT
ENSG00000228156	AL133343.1
ENSG00000198547	C20orf203
ENSG00000285382	FO393400.1
ENSG00000149600	COMMD7
ENSG00000088305	DNMT3B
ENSG00000101367	MAPRE1
ENSG00000260536	AL035071.2
ENSG00000260257	AL035071.1
ENSG00000215529	EFCAB8
ENSG00000167098	SUN5
ENSG00000078898	BPIFB2
ENSG00000167104	BPIFB6
ENSG00000186190	BPIFB3
ENSG00000186191	BPIFB4
ENSG00000131050	BPIFA2
ENSG00000224876	AL121901.1
ENSG00000131059	BPIFA3
ENSG00000198183	BPIFA1
ENSG00000125999	BPIFB1
ENSG00000101391	CDK5RAP1
ENSG00000101400	SNTA1
ENSG00000078699	CBFA2T2
ENSG00000275223	AL121906.2
ENSG00000125967	NECAB3
ENSG00000149609	C20orf144
ENSG00000182584	ACTL10
ENSG00000271803	AL121906.1
ENSG00000101412	E2F1
ENSG00000101417	PXMP4
ENSG00000229188	AL050349.1
ENSG00000131061	ZNF341
ENSG00000230753	ZNF341-AS1
ENSG00000101421	CHMP4B
ENSG00000285230	AL034549.1
ENSG00000125970	RALY
ENSG00000228386	AL031668.1
ENSG00000125977	EIF2S2
ENSG00000101440	ASIP
ENSG00000101444	AHCY
ENSG00000078747	ITCH
ENSG00000236388	ITCH-AS1
ENSG00000125971	DYNLRB1
ENSG00000101460	MAP1LC3A
ENSG00000101464	PIGU
ENSG00000198646	NCOA6
ENSG00000078804	TP53INP2
ENSG00000131067	GGT7
ENSG00000131069	ACSS2
ENSG00000100983	GSS
ENSG00000078814	MYH7B
ENSG00000100991	TRPC4AP
ENSG00000088298	EDEM2
ENSG00000101000	PROCR
ENSG00000278367	AL356652.1
ENSG00000126005	MMP24OS
ENSG00000125966	MMP24
ENSG00000261582	AL121753.1
ENSG00000242372	EIF6
ENSG00000235214	FAM83C-AS1
ENSG00000125998	FAM83C
ENSG00000101019	UQCC1
ENSG00000204183	GDF5OS
ENSG00000125965	GDF5
ENSG00000126001	CEP250
ENSG00000230155	FO393401.1
ENSG00000125975	C20orf173
ENSG00000125991	ERGIC3
ENSG00000061656	SPAG4
ENSG00000214078	CPNE1
ENSG00000272897	AL109827.1
ENSG00000244462	RBM12
ENSG00000244005	NFS1
ENSG00000125995	ROMO1
ENSG00000131051	RBM39
ENSG00000025293	PHF20
ENSG00000171222	SCAND1
ENSG00000149646	CNBD2
ENSG00000260032	NORAD
ENSG00000277235	AL035420.3
ENSG00000234139	AL035420.1
ENSG00000237063	AL035420.2
ENSG00000088367	EPB41L1
ENSG00000232406	AL121895.1
ENSG00000278035	AL121895.2
ENSG00000131043	AAR2
ENSG00000080845	DLGAP4
ENSG00000232907	DLGAP4-AS1
ENSG00000101335	MYL9
ENSG00000118707	TGIF2
ENSG00000259399	TGIF2-RAB5IF
ENSG00000101084	RAB5IF
ENSG00000101082	SLA2
ENSG00000101079	NDRG3
ENSG00000149636	DSN1
ENSG00000149639	SOGA1
ENSG00000101342	TLDC2
ENSG00000101347	SAMHD1
ENSG00000080839	RBL1
ENSG00000269846	AL136172.1
ENSG00000101353	MROH8
ENSG00000118705	RPN2
ENSG00000118702	GHRH
ENSG00000101363	MANBAL
ENSG00000197122	SRC
ENSG00000166619	BLCAP
ENSG00000053438	NNAT
ENSG00000274469	LINC01746
ENSG00000225759	LINC00489
ENSG00000204117	AL162293.1
ENSG00000132792	CTNNBL1
ENSG00000132821	VSTM2L
ENSG00000101407	TTI1
ENSG00000101413	RPRD1B
ENSG00000277550	AL031651.1
ENSG00000198959	TGM2
ENSG00000149633	KIAA1755
ENSG00000285144	AL359555.3
ENSG00000285347	AL359555.4
ENSG00000285100	AL359555.2
ENSG00000206249	AL359555.1
ENSG00000101425	BPI
ENSG00000129988	LBP
ENSG00000275285	AL391095.2
ENSG00000224635	AL391095.1
ENSG00000275401	AL391095.3
ENSG00000170471	RALGAPB
ENSG00000182035	ADIG
ENSG00000124143	ARHGAP40
ENSG00000101438	SLC32A1
ENSG00000101442	ACTR5
ENSG00000101445	PPP1R16B
ENSG00000101447	FAM83D
ENSG00000274825	AL023803.2
ENSG00000261431	AL023803.1
ENSG00000101452	DHX35
ENSG00000230324	LINC01734
ENSG00000229976	AL118523.1
ENSG00000237767	LINC01370
ENSG00000233415	AL133419.1
ENSG00000223410	AL009050.1
ENSG00000204103	MAFB
ENSG00000229771	AL035665.1
ENSG00000198900	TOP1
ENSG00000226648	PLCG1-AS1
ENSG00000124181	PLCG1
ENSG00000174306	ZHX3
ENSG00000132793	LPIN3
ENSG00000183798	EMILIN3
ENSG00000124177	CHD6
ENSG00000225458	AL049812.2
ENSG00000228959	AL049812.3
ENSG00000196090	PTPRT
ENSG00000229042	AL031656.1
ENSG00000227599	AL031676.1
ENSG00000233508	AL021395.1
ENSG00000124193	SRSF6
ENSG00000185513	L3MBTL1
ENSG00000277611	Z98752.3
ENSG00000226143	Z98752.1
ENSG00000101049	SGK2
ENSG00000282876	Z98752.4
ENSG00000101052	IFT52
ENSG00000101057	MYBL2
ENSG00000124196	GTSF1L
ENSG00000233277	LINC01728
ENSG00000124191	TOX2
ENSG00000149596	JPH2
ENSG00000132823	OSER1
ENSG00000223891	OSER1-DT
ENSG00000124194	GDAP1L1
ENSG00000197296	FITM2
ENSG00000101074	R3HDML
ENSG00000226812	AL117382.1
ENSG00000101076	HNF4A
ENSG00000229005	HNF4A-AS1
ENSG00000233376	AL117382.2
ENSG00000168746	LINC01620
ENSG00000124120	TTPAL
ENSG00000132824	SERINC3
ENSG00000168734	PKIG
ENSG00000196839	ADA
ENSG00000132832	AL139352.1
ENSG00000283440	LINC01260
ENSG00000244558	KCNK15-AS1
ENSG00000064205	WISP2
ENSG00000124249	KCNK15
ENSG00000101098	RIMS4
ENSG00000166913	YWHAB
ENSG00000101104	PABPC1L
ENSG00000025772	TOMM34
ENSG00000227477	STK4-AS1
ENSG00000101109	STK4
ENSG00000124134	KCNS1
ENSG00000175121	WFDC5
ENSG00000168703	WFDC12
ENSG00000124102	PI3
ENSG00000124233	SEMG1
ENSG00000124157	SEMG2
ENSG00000124107	SLPI
ENSG00000124159	MATN4
ENSG00000124232	RBPJL
ENSG00000124145	SDC4
ENSG00000204070	SYS1
ENSG00000254806	SYS1-DBNDD2
ENSG00000124251	TP53TG5
ENSG00000244274	DBNDD2
ENSG00000124155	PIGT
ENSG00000277022	AL031663.3
ENSG00000101443	WFDC2
ENSG00000237464	AL031663.2
ENSG00000101446	SPINT3
ENSG00000243543	WFDC6
ENSG00000249139	EPPIN-WFDC6
ENSG00000101448	EPPIN
ENSG00000158901	WFDC8
ENSG00000180205	WFDC9
ENSG00000180305	WFDC10A
ENSG00000180083	WFDC11
ENSG00000182931	WFDC10B
ENSG00000168634	WFDC13
ENSG00000149651	SPINT4
ENSG00000124116	WFDC3
ENSG00000101457	DNTTIP1
ENSG00000175063	UBE2C
ENSG00000101470	TNNC2
ENSG00000124104	SNX21
ENSG00000101473	ACOT8
ENSG00000132801	ZSWIM3
ENSG00000168612	ZSWIM1
ENSG00000149634	SPATA25
ENSG00000124257	NEURL2
ENSG00000064601	CTSA
ENSG00000271984	AL008726.1
ENSG00000100979	PLTP
ENSG00000100982	PCIF1
ENSG00000198026	ZNF335
ENSG00000100985	MMP9
ENSG00000204044	SLC12A5-AS1
ENSG00000124140	SLC12A5
ENSG00000124160	NCOA5
ENSG00000101017	CD40
ENSG00000229957	AL031687.1
ENSG00000149654	CDH22
ENSG00000080189	SLC35C2
ENSG00000273828	AL133227.1
ENSG00000062598	ELMO2
ENSG00000198185	ZNF334
ENSG00000149635	OCSTAMP
ENSG00000158296	SLC13A3
ENSG00000172315	TP53RK
ENSG00000271784	AL031055.1
ENSG00000197496	SLC2A10
ENSG00000064655	EYA2
ENSG00000236028	AL354766.2
ENSG00000101040	ZMYND8
ENSG00000267882	AL031666.2
ENSG00000231119	AL031666.1
ENSG00000224565	LINC01754
ENSG00000124151	NCOA3
ENSG00000196562	SULF2
ENSG00000255438	AL354813.1
ENSG00000234967	AL357558.2
ENSG00000228503	AL357558.1
ENSG00000237423	LINC01522
ENSG00000229522	LINC01523
ENSG00000276923	AL139351.1
ENSG00000235621	LINC00494
ENSG00000236874	AL137078.1
ENSG00000274261	AL137078.2
ENSG00000281365	AL049541.1
ENSG00000281460	AL049541.2
ENSG00000124126	PREX1
ENSG00000278231	AL133342.1
ENSG00000124198	ARFGEF2
ENSG00000227431	CSE1L-AS1
ENSG00000124207	CSE1L
ENSG00000124214	STAU1
ENSG00000124228	DDX27
ENSG00000124201	ZNFX1
ENSG00000177410	ZFAS1
ENSG00000158445	KCNB1
ENSG00000124212	PTGIS
ENSG00000158470	B4GALT5
ENSG00000197818	SLC9A8
ENSG00000158480	SPATA2
ENSG00000124226	RNF114
ENSG00000124216	SNAI1
ENSG00000231265	TRERNA1
ENSG00000244687	UBE2V1
ENSG00000124208	TMEM189-UBE2V1
ENSG00000240849	TMEM189
ENSG00000237595	AL161937.2
ENSG00000234698	AL161937.1
ENSG00000231742	LINC01273
ENSG00000277449	CEBPB-AS1
ENSG00000172216	CEBPB
ENSG00000224397	SMIM25
ENSG00000203999	LINC01270
ENSG00000233077	LINC01271
ENSG00000196396	PTPN1
ENSG00000232043	AL133230.1
ENSG00000042062	RIPOR3
ENSG00000234693	AL353653.1
ENSG00000124171	PARD6B
ENSG00000124243	BCAS4
ENSG00000101126	ADNP
ENSG00000259456	ADNP-AS1
ENSG00000000419	DPM1
ENSG00000124217	MOCS3
ENSG00000232358	AL050404.1
ENSG00000026559	KCNG1
ENSG00000101096	NFATC2
ENSG00000054793	ATP9A
ENSG00000101115	SALL4
ENSG00000227964	LINC01429
ENSG00000020256	ZFP64
ENSG00000234948	LINC01524
ENSG00000225785	AL109610.1
ENSG00000232465	AL049765.1
ENSG00000232294	AL031674.1
ENSG00000232286	AL121902.1
ENSG00000182463	TSHZ2
ENSG00000223492	AL391097.1
ENSG00000227705	AL391097.2
ENSG00000271774	AL109930.1
ENSG00000231703	AL354993.1
ENSG00000259723	AL354993.2
ENSG00000197670	AL157838.1
ENSG00000171940	ZNF217
ENSG00000235415	AC005808.1
ENSG00000225563	AC006076.1
ENSG00000064787	BCAS1
ENSG00000236352	AC005220.1
ENSG00000019186	CYP24A1
ENSG00000101132	PFDN4
ENSG00000101134	DOK5
ENSG00000235166	LINC01440
ENSG00000224008	LINC01441
ENSG00000275923	AL160413.1
ENSG00000054803	CBLN4
ENSG00000124089	MC3R
ENSG00000230843	AL139824.1
ENSG00000124098	FAM210B
ENSG00000087586	AURKA
ENSG00000101138	CSTF1
ENSG00000087589	CASS4
ENSG00000022277	RTF2
ENSG00000124091	GCNT7
ENSG00000124103	FAM209A
ENSG00000213714	FAM209B
ENSG00000225657	LINC01716
ENSG00000087510	TFAP2C
ENSG00000231604	AL133232.1
ENSG00000231078	AL157414.2
ENSG00000203266	AL157414.1
ENSG00000101144	BMP7
ENSG00000235032	BMP7-AS1
ENSG00000226308	AL122058.1
ENSG00000054796	SPO11
ENSG00000101146	RAE1
ENSG00000256222	MTRNR2L3
ENSG00000218018	AL109955.1
ENSG00000132819	RBM38
ENSG00000124092	CTCFL
ENSG00000124253	PCK1
ENSG00000227297	AL035541.1
ENSG00000124256	ZBP1
ENSG00000124225	PMEPA1
ENSG00000278709	NKILA
ENSG00000203971	AL354984.1
ENSG00000275852	LINC01742
ENSG00000225708	AL354984.2
ENSG00000124237	C20orf85
ENSG00000124227	ANKRD60
ENSG00000124209	RAB22A
ENSG00000124164	VAPB
ENSG00000198768	APCDD1L
ENSG00000254620	AL050327.1
ENSG00000268941	LINC01711
ENSG00000124222	STX16
ENSG00000254995	STX16-NPEPL1
ENSG00000215440	NPEPL1
ENSG00000270279	AL132655.3
ENSG00000268649	AL132655.2
ENSG00000235590	GNAS-AS1
ENSG00000268333	AL132655.1
ENSG00000087460	GNAS
ENSG00000225806	AL121917.1
ENSG00000270951	AL121917.2
ENSG00000101158	NELFCD
ENSG00000101160	CTSZ
ENSG00000101162	TUBB1
ENSG00000124172	ATP5F1E
ENSG00000101166	PRELID3B
ENSG00000124203	ZNF831
ENSG00000124205	EDN3
ENSG00000225129	AL035250.1
ENSG00000230352	AL035250.2
ENSG00000227282	AL389889.1
ENSG00000087495	PHACTR3
ENSG00000238194	AL121908.1
ENSG00000196074	SYCP2
ENSG00000196227	FAM217B
ENSG00000132825	PPP1R3D
ENSG00000124215	CDH26
ENSG00000176659	C20orf197
ENSG00000276093	AL132822.1
ENSG00000228340	MIR646HG
ENSG00000276627	AL117372.1
ENSG00000261035	AL139348.1
ENSG00000229755	AL121910.1
ENSG00000229606	LINC01718
ENSG00000179242	CDH4
ENSG00000276786	BX640515.1
ENSG00000277270	AL160412.1
ENSG00000179253	AL162457.1
ENSG00000225106	AL162457.2
ENSG00000130699	TAF4
ENSG00000283078	AL137077.2
ENSG00000149657	LSM14B
ENSG00000101182	PSMA7
ENSG00000184402	SS18L1
ENSG00000101181	MTG2
ENSG00000101180	HRH3
ENSG00000130703	OSBPL2
ENSG00000130706	ADRM1
ENSG00000226332	AL354836.1
ENSG00000130702	LAMA5
ENSG00000228812	LAMA5-AS1
ENSG00000273619	AL121832.2
ENSG00000171858	RPS21
ENSG00000149679	CABLES2
ENSG00000130701	RBBP8NL
ENSG00000233017	AL121832.1
ENSG00000130700	GATA5
ENSG00000272050	AL499627.2
ENSG00000260542	AL499627.1
ENSG00000174403	MIR1-1HG-AS1
ENSG00000174407	MIR1-1HG
ENSG00000264490	BX640514.1
ENSG00000273812	BX640514.2
ENSG00000232121	AL450469.2
ENSG00000229882	AL450469.1
ENSG00000167046	AL357033.1
ENSG00000101187	SLCO4A1
ENSG00000277496	AL357033.4
ENSG00000276317	AL357033.3
ENSG00000232803	SLCO4A1-AS1
ENSG00000237687	LINC00686
ENSG00000101188	NTSR1
ENSG00000223669	AL357033.2
ENSG00000228705	LINC00659
ENSG00000101189	MRGBP
ENSG00000229873	OGFR-AS1
ENSG00000060491	OGFR
ENSG00000092758	COL9A3
ENSG00000101190	TCFL5
ENSG00000101191	DIDO1
ENSG00000273759	AL117379.1
ENSG00000101193	GID8
ENSG00000101194	SLC17A9
ENSG00000125533	BHLHE23
ENSG00000272259	LINC01749
ENSG00000125514	LINC00029
ENSG00000237119	LINC01056
ENSG00000231133	HAR1B
ENSG00000225978	HAR1A
ENSG00000260416	AL096828.2
ENSG00000231977	AL096828.1
ENSG00000149658	YTHDF1
ENSG00000273821	AL096828.3
ENSG00000101197	BIRC7
ENSG00000101198	NKAIN4
ENSG00000275620	AL121827.2
ENSG00000101199	ARFGAP1
ENSG00000101203	COL20A1
ENSG00000101204	CHRNA4
ENSG00000203900	AL121827.1
ENSG00000075043	KCNQ2
ENSG00000280936	AL353658.2
ENSG00000226390	AL353658.1
